,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Yapı Durumu,Yapı Tipi,Aidat,Tapu Durumu,Site İçerisinde,Depozito,Takas,Banyo Sayısı,Balkon Durumu,WC Sayısı,Fiyat Durumu,Price,Location,link,Eşya Durumu,Ada,Parsel,Balkon Sayısı,Balkon Tipi,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
59,17276691,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,90 m²,110 m²,3+1,2,4.Kat,4,Kombi Doğalgaz,Boş,Sıfır,Betonarme,1000 TL,Bilinmiyor,Hayır,,Yok,1,,,Genel Fiyat,60.000TL, Maltepe - Altıntepe Mahallesi,https://www.emlakjet.com//ilan/f-l-emlaktan-maltepe-kucukyali-da-31-dublex-daire-17276691/,,,,,,,,,,
60,17276690,03 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,1,4.Kat,4,Kombi Doğalgaz,Boş,Sıfır,Betonarme,1000 TL,Bilinmiyor,Hayır,,Yok,1,,,Genel Fiyat,50.000TL, Maltepe - Altıntepe Mahallesi,https://www.emlakjet.com//ilan/f-l-emlaktan-maltepe-kucukyali-da-bogaz-manzarali-21-sifir-daire-17276690/,,,,,,,,,,
61,17276684,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,60 m²,70 m²,2+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Bilinmiyor,Hayır,,Yok,1,,,Genel Fiyat,20.000TL, Ümraniye - Esenkent Mahallesi,https://www.emlakjet.com//ilan/fl-emlaktan-dudullu-esensehir-barajyolu-yakini-21-yuksek-giris-17276684/,,,,,,,,,,
62,17276637,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,105 m²,120 m²,3+1,11-15,1.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,35.000TL, Pendik - Esenler Mahallesi,https://www.emlakjet.com//ilan/bavulunu-al-gel-cok-genis-ve-konforlu-31-daire-17276637/,Boş,,,,,,,,,
63,17276524,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,75 m²,95 m²,2+1,21 Ve Üzeri,2.Kat,7,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,2,,,Genel Fiyat,25.000TL, Pendik - Bahçelievler Mahallesi,https://www.emlakjet.com//ilan/bahcelievler-de-ara-kat-2-kapali-balkonlu-21-kiralik-daire-17276524/,Boş,,,,,,,,,
64,17276297,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,45.000TL, Beşiktaş - Yıldız Mahallesi,https://www.emlakjet.com//ilan/aycan-dan-muvezzi-caddesinde-bogaz-manarali-bakimli-21-17276297/,Boş,,,,,,,,,
65,17276294,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,53.000TL, Beşiktaş - Cihannüma Mahallesi,https://www.emlakjet.com//ilan/abbasaga-da-dublex-terasli-deniz-manzarali-kombili-somineli-17276294/,Boş,,,,,,,,,
66,17276271,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,185 m²,385 m²,3.5+1,5-10,Bahçe Katı,2,Yerden Isıtma,Boş,,,,Kat Mülkiyeti,Evet,,Yok,4,,,Genel Fiyat,125.000TL, Küçükçekmece - Atakent Mahallesi,https://www.emlakjet.com//ilan/ege-yakasi-bahce-kati-3-51-esyasiz-17276271/,Boş,,,,,,,,,
67,17276245,03 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,,,,Hisseli Tapu,Hayır,16250 TL,,1,Var,,Genel Fiyat,17.000TL, Bağcılar - Kirazlı Mahallesi,https://www.emlakjet.com//ilan/sulyapidan-kirazli-da-21-kiralik-daire-17276245/,,2489,46,2,"Açık Balkon, Kapalı Balkon",,,,,
68,17276215,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,0 (Yeni),2.Kat,5,Kombi Doğalgaz,Boş,Sıfır,Betonarme,,Bilinmiyor,Hayır,,Yok,1,,,Genel Fiyat,65.000TL, Bakırköy - Zuhuratbaba Mahallesi,https://www.emlakjet.com//ilan/bakirkoy-z-baba-da-incirli-caddesin-de-2-1-kiralik-17276215/,,,,,,,,,,
69,17276203,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,5-10,Bahçe Katı,5,Kombi Doğalgaz,Boş,,,200 TL,Kat Mülkiyeti,Hayır,25000 TL,,1,,,Genel Fiyat,25.000TL, Şişli - Mecidiyeköy Mahallesi,https://www.emlakjet.com//ilan/mecidiyekoy-esyali-bahceli-11-daire-17276203/,,9123,8,,,,,,,
70,17276201,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,32.000TL, Bakırköy - Kartaltepe Mahallesi,https://www.emlakjet.com//ilan/b-koy-kartaltepe-de-tadilatli-31-120-m2-ara-kat-marmaray-yakini-17276201/,Boş,,,,,,,,,
71,17276161,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,Kot 1 (-1).Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,19.000TL, Şişli - Kuştepe Mahallesi,https://www.emlakjet.com//ilan/metro-meyrobuse-10-dk-esyali-11-daire-17276161/,Eşyalı,,,,,,,,,
72,17276160,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,11-15,14.Kat,14,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,11.000TL, Esenyurt - Fatih Mahallesi,https://www.emlakjet.com//ilan/para-dan-garden-city-sitesinde-firsat-daire-17276160/,Boş,,,,,,,,,
73,17276158,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,25 m²,40 m²,Stüdyo,2,5.Kat,6,Kombi Doğalgaz,Kiracı Oturuyor,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,20.000TL, Şişli - Fulya Mahallesi,https://www.emlakjet.com//ilan/para-dn-full-yeni-esyali-cevahir-avm-10dk-10-genis-daire-17276158/,Eşyalı,,,,,,,,,
74,17276059,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,38.500TL, Üsküdar - Zeynep Kamil Mahallesi,https://www.emlakjet.com//ilan/deluxe-26-dan-icif-full-yapili-cift-cephe-balkonlu-21-firsatt-17276059/,Boş,,,,,,,,,
75,17276059,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,38.500TL, Üsküdar - Zeynep Kamil Mahallesi,https://www.emlakjet.com//ilan/deluxe-26-dan-icif-full-yapili-cift-cephe-balkonlu-21-firsatt-17276059/,Boş,,,,,,,,,
76,17275967,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,80 m²,105 m²,2+1,16-20,3.Kat,5,Kombi Doğalgaz,Kiracı Oturuyor,İkinci El,Betonarme,100 TL,Kat Mülkiyeti,Hayır,,,1,Var,1,Genel Fiyat,40.000TL, Ataşehir - İçerenköy Mahallesi,https://www.emlakjet.com//ilan/21-esyali-kiralik-daire-icerisinde-suan-da-kiraci-var-15-mayis-ta-bosalacak-daire-17275967/,Eşyalı,2830,20,1,,,,,,
77,17275944,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,95 m²,115 m²,2+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,300 TL,Kat Mülkiyeti,Hayır,40000 TL,,1,Var,1,Genel Fiyat,27.000TL, Fatih - Topkapı Mahallesi,https://www.emlakjet.com//ilan/kiralik-115-m2-daire-emin-molla-sok-topkap-mh-fatih-ist-17275944/,,1861,8,1,Kapalı Balkon,,,,,
78,17275839,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,110 m²,130 m²,2+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,10.500TL, Esenyurt - İncirtepe Mahallesi,https://www.emlakjet.com//ilan/incirtepe-mahallesi-kiralik-daire-21-110-m2-17275839/,Boş,,,,,,,,,
79,17275774,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,11-15,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,16.500TL, Avcılar - Gümüşpala Mahallesi,https://www.emlakjet.com//ilan/avcilar-gumuspala-da-13-yasinda-21-bahce-kiralik-17275774/,Boş,,,,,,,,,
80,17275702,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,Yüksek Giriş,5,Kombi Doğalgaz,Boş,,,,Kooperatiften Tapu,Hayır,18000 TL,,1,Var,,Genel Fiyat,18.000TL, Sultangazi - Uğur Mumcu Mahallesi,https://www.emlakjet.com//ilan/ugurmumcu-mahallesi-21-90-m2-balkonlu-kapali-pazara-saglik-ocagina-yakin-kiralik-yuksek-giris-17275702/,,,,,,,,,,
81,17275689,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,,,Arsa Tapulu,Hayır,,Yok,1,,,Genel Fiyat,20.000TL, Sultanbeyli - Mehmet Akif Mahallesi,https://www.emlakjet.com//ilan/sultanbeyli-mehmet-akif-mah-merkez-de-31-kiralik-daire-17275689/,Boş,,,,,,,,,
82,17275559,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,121 m²,135 m²,3+1,5-10,5.Kat,7,Kombi Doğalgaz,Mülk Sahibi Oturuyor,,,600 TL,Kooperatiften Tapu,Hayır,30000 TL,,2,Var,2,Genel Fiyat,25.000TL, Pendik - Doğu Mahallesi,https://www.emlakjet.com//ilan/tavsantepe-metroya-yakin-daire-17275559/,Boş,,,1,,Evet,,,,
83,17275522,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,60000 TL,Yok,1,Var,2,Genel Fiyat,40.000TL, Kadıköy - Osmanağa Mahallesi,https://www.emlakjet.com//ilan/kusdili-caddesi-uzerinde-otoparkli-17275522/,Boş,2,5,1,Açık Balkon,Evet,,,,
84,17275417,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,3,10.Kat,15,Merkezi (Pay Ölçer),Boş,,,,Kat İrtifakı,Evet,,Yok,1,,,Genel Fiyat,37.000TL, Ümraniye - Tatlısu Mahallesi,https://www.emlakjet.com//ilan/tatlisu-mh-caddeye-yakin-guvenlikli-sitede-yeni-21-daire-17275417/,Boş,,,,,,,,,
85,17275413,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,70 m²,85 m²,2+1,0 (Yeni),3.Kat,5,Kombi Doğalgaz,Boş,,,500 TL,Kat İrtifakı,Hayır,64000 TL,,1,,,Genel Fiyat,32.000TL, Ümraniye - Parseller Mahallesi,https://www.emlakjet.com//ilan/parseller-mahallesi-yeni-binada-sahibinden-3-ara-kat-kiralik-daire-17275413/,,0,5057,,,,,,,
86,17275412,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,110 m²,140 m²,3+1,21 Ve Üzeri,1.Kat,7,Merkezi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,2,,,Genel Fiyat,68.000TL, Beşiktaş - Etiler Mahallesi,https://www.emlakjet.com//ilan/etiler-fsm-koprusune-yakin-yenilenmis-bakimli-31-kiralik-daire-17275412/,Boş,,,,,,,,,
87,17275345,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,90 m²,120 m²,2+1,16-20,3.Kat,3,Kombi Doğalgaz,Boş,,,,Hisseli Tapu,Hayır,,Yok,1,,,Genel Fiyat,26.000TL, Sancaktepe - Emek Mahallesi,https://www.emlakjet.com//ilan/kiralik-daire-21-full-esyali-hastane-karsisi-cadde-uzeri-17275345/,Eşyalı,,,,,,,,,
88,17275271,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,,,,Arsa Tapulu,Hayır,,,1,,,Genel Fiyat,17.000TL, Sultangazi - Sultançiftliği Mahallesi,https://www.emlakjet.com//ilan/sultanciftligi-mah-hakanlar-insaattan-kiralik-90m2-21-daire-17275271/,,183,17,,,,,,,
89,17275201,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,44 m²,68 m²,1+1,5-10,7.Kat,8,Merkezi (Pay Ölçer),Boş,İkinci El,Betonarme,4558 TL,Bilinmiyor,Hayır,,Yok,1,,,Genel Fiyat,25.000TL, Sancaktepe - Emek Mahallesi,https://www.emlakjet.com//ilan/dorelife-sitesi-kiralik-11-arka-cephe-daire-7-kat-halil-guler-17275201/,,,,,,,,,,
90,17275156,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,21 Ve Üzeri,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,,,,Yabancıdan,Hayır,12000 TL,,1,,,Genel Fiyat,12.000TL, Bahçelievler - Şirinevler Mahallesi,https://www.emlakjet.com//ilan/bahcelievler-mahmutbey-cd-3-sakakta-ful-esyali-11-liralik-daire-17275156/,,,,,,,,,,
91,17275134,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,,100 TL,Kat İrtifakı,Hayır,24000 TL,,1,,,Genel Fiyat,24.000TL, Ataşehir - Kayışdağı Mahallesi,https://www.emlakjet.com//ilan/kayisdagi-mahallesinde-site-icerisinde-kiralik-31-ara-kat-daire-17275134/,,1763,1,,,,,,,
92,17275042,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,75 m²,92 m²,2+1,4,7.Kat,7,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,15.000TL, Silivri - Mimar Sinan Mahallesi,https://www.emlakjet.com//ilan/silivri-kiptas-3-konutlari-21-kiralik-daire-17275042/,Boş,,,,,,,,,
93,17275031,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,72 m²,81 m²,2+1,0 (Yeni),1.Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,32.000TL, Arnavutköy - Bolluca Mahallesi,https://www.emlakjet.com//ilan/bolluca-merkezde-yeni-sitede-kiralik-muhtesem-81m2-21-arakat-17275031/,Boş,,,,,,,,,
94,17275030,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,4,2.Kat,4,Kombi Doğalgaz,Kiracı Oturuyor,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,33.000TL, Eyüpsultan - Mithatpaşa Mahallesi,https://www.emlakjet.com//ilan/realty-world-den-kemerburgaz-da-kiralik-11-70m2-arakat-daire-17275030/,Boş,,,,,,,,,
95,17275020,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,52 m²,74 m²,1+1,1,1.Kat,11,Yerden Isıtma,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,35.000TL, Küçükçekmece - Atakent Mahallesi,https://www.emlakjet.com//ilan/mostar-atakent-sitesinde-esyali-balkonlu-11-daire-17275020/,Eşyalı,,,,,,,,,
96,17274991,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,,1,,,Genel Fiyat,17.000TL, Avcılar - Merkez Mahallesi,https://www.emlakjet.com//ilan/avcilar-merkezde-kiralik-21-daire-arakat-17274991/,,,17660,,,,,,,
97,17274988,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,21 Ve Üzeri,Bahçe Katı,4,Kombi Doğalgaz,Boş,,,,Hisseli Tapu,Hayır,,Yok,1,,,Genel Fiyat,15.000TL, Bahçelievler - Zafer Mahallesi,https://www.emlakjet.com//ilan/sweet-home-ayricaligi-ile-kiralik-21-daire-17274988/,Boş,,,,,,,,,
98,17274957,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,İkinci El,,100 TL,Bilinmiyor,Hayır,,Yok,1,,,Genel Fiyat,19.000TL, Eyüpsultan - Emniyettepe Mahallesi,https://www.emlakjet.com//ilan/kiralik-2-1-daire-emniyettepe-mahallesi-alibeykoy-eyupsultan-17274957/,,,,,,,,,,
99,17274840,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,0 (Yeni),1.Kat,4,Kombi Doğalgaz,Boş,Sıfır,Betonarme,,Kat İrtifakı,Evet,21000 TL,,1,Var,1,Genel Fiyat,21.000TL, Arnavutköy - Anadolu Mahallesi,https://www.emlakjet.com//ilan/arnavutkoy-anadolu-mah-kiralik-21-ara-kat-daire-17274840/,Boş,,22512,1,Açık Balkon,Hayır,,,,
100,17274827,03 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,70 m²,80 m²,1+1,5-10,8.Kat,20,Merkezi (Pay Ölçer),Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Evet,9000 TL,Yok,1,Yok,1,Genel Fiyat,9.000TL, Esenyurt - Necip Fazıl Kısakürek Mahallesi,https://www.emlakjet.com//ilan/esenyurt-kirac-necip-fazil-kisakurek-mahallesi-11-80-m2-kiralik-bos-daire-site-icerisinde-17274827/,Boş,567,9,,,Hayır,,,,
101,17274686,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,16-20,8.Kat,12,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,27000 TL,,1,Var,1,Genel Fiyat,27.000TL, Kartal - Uğur Mumcu Mahallesi,https://www.emlakjet.com//ilan/kartal-ugurmumcu-merkezde-genc-binada-kiralik-31-daire-17274686/,Boş,10614,1,1,Açık Balkon,Hayır,,,,
102,17274684,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,75 m²,80 m²,1+1,5-10,Çatı Katı,4,Kombi Doğalgaz,Boş,,,,Yabancıdan,Evet,,,1,Var,,Genel Fiyat,25.000TL, Beylikdüzü - Sahil Mahallesi,https://www.emlakjet.com//ilan/kavakli-sahil-bolgesinde-site-icinde-kiralik-11-esyali-daire-17274684/,Eşyalı,,,,,,,,,
103,17274666,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,125 m²,150 m²,3+1,21 Ve Üzeri,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,,,,Müstakil Tapulu,Hayır,,Yok,1,,,Genel Fiyat,21.000TL, Tuzla - Şifa Mahallesi,https://www.emlakjet.com//ilan/tuzla-sifa-mahallesinde-kiralik-31-daire-17274666/,Boş,,,,,,,,,
104,17274646,03 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,200 TL,Kat Mülkiyeti,Hayır,33000 TL,,1,,,Genel Fiyat,33.000TL, Üsküdar - Sultantepe Mahallesi,https://www.emlakjet.com//ilan/as-emlaktan-21-sultantepede-asansorlu-genc-binada-2-kat-daire-17274646/,Boş,504,13,,,,,,,
105,17274499,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,16-20,Yüksek Giriş,5,Kombi Doğalgaz,Boş,,,0 TL,Kooperatiften Tapu,Hayır,34000 TL,,1,Var,,Genel Fiyat,17.000TL, Sultangazi - Cebeci Mahallesi,https://www.emlakjet.com//ilan/baykal-ins-cebeci-mah-kiral-yuksek-giris-daire-17274499/,,,,1,,,,,,
106,17274472,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,60 m²,75 m²,1+1,11-15,4.Kat,9,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,25.000TL, Pendik - Harmandere Mahallesi,https://www.emlakjet.com//ilan/lilyum-evleri-11-esyali-kiralik-daire-17274472/,Eşyalı,,,,,,,,,
107,17274446,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,45 m²,60 m²,1+1,5-10,6.Kat,9,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,28.000TL, Ümraniye - Tatlısu Mahallesi,https://www.emlakjet.com//ilan/elalmis-caddesi-merkezi-konumda-muhtesem-11-daire-17274446/,Boş,,,,,,,,,
108,17274344,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,25.000TL, Büyükçekmece - Murat Çeşme Mahallesi,https://www.emlakjet.com//ilan/buyukcekmece-akbelde-sitesi-genis-31-kiralik-daire-17274344/,Boş,,,,,,,,,
109,17274303,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,İkinci El,,,Kat Mülkiyeti,Evet,26000 TL,,1,,,Genel Fiyat,26.000TL, Üsküdar - Murat Reis Mahallesi,https://www.emlakjet.com//ilan/as-emlak-tan-21-baglarbasi-soyak-evlerinde-esyali-4-kat-daire-17274303/,Eşyalı,2622,3,,,Evet,,,,
110,17274299,03 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,70 m²,80 m²,1+1,5-10,4.Kat,18,Merkezi (Pay Ölçer),Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Evet,30000 TL,Yok,1,Var,1,Genel Fiyat,15.500TL, Esenyurt - Yeşilkent Mahallesi,https://www.emlakjet.com//ilan/esenyurt-yesilkent-mahallesi-11-4-kat-full-esyali-kiralik-daire-havuzlu-site-icerisinde-17274299/,Eşyalı,2946,31,,,Hayır,,,,
111,17274298,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,21 Ve Üzeri,Yüksek Giriş,6,Kombi Doğalgaz,Boş,,,,Tapu Kaydı Yok,Hayır,12000 TL,,1,,,Genel Fiyat,12.000TL, Beykoz - Kavacık Mahallesi,https://www.emlakjet.com//ilan/kavacik-merkezde-esyali-21-kiz-aparti-17274298/,,,,,,,,,,
112,17274263,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,170 m²,200 m²,3+2,5-10,Çatı Dubleks,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,,Yok,3,Var,3,Genel Fiyat,40.000TL, Avcılar - Cihangir Mahallesi,https://www.emlakjet.com//ilan/pasa-dan-otoparkli-asansorlu-32-ebeveyn-bamyolu-kiralik-daire-17274263/,Boş,,5155,2,Açık Balkon,Evet,10 m²,35 m²,28 m²,6 m²
113,17274176,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,95 m²,125 m²,3+1,5-10,5.Kat,9,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,45.000TL, Pendik - Yeni Mahallesi,https://www.emlakjet.com//ilan/pendik-yeni-mah-marmaraya-yakin-31-kiralik-daire-17274176/,Boş,,,,,,,,,
114,17274094,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,120 m²,155 m²,3+1,4,Bahçe Katı,12,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,47.500TL, Başakşehir - Bahçeşehir 2. Kısım Mahallesi,https://www.emlakjet.com//ilan/bahcesehir-bahcekent-avrupark-651-ada-da-kiralik-bahcekati-daire-17274094/,Boş,,,,,,,,,
115,17274087,03 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,125 m²,145 m²,3+1,11-15,Düz Giriş (Zemin),5,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Hayır,,,2,,,Genel Fiyat,42.000TL, Kağıthane - Emniyet Evleri Mahallesi,https://www.emlakjet.com//ilan/4-levent-sultan-selim-mah-31-145-m2-ters-dubleks-kiralik-daire-17274087/,,8817,4,,,,,,,
116,17274079,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,155 m²,180 m²,3+1,5-10,13.Kat,13,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,,2,,,Genel Fiyat,52.500TL, Küçükçekmece - Fatih Mahallesi,https://www.emlakjet.com//ilan/baris-tan-5-yillik-binada-gol-manzarali-luks-dubleks-daire-17274079/,,,8652,,,,,,,
117,17273822,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,76 m²,85 m²,2+1,0 (Yeni),1.Kat,5,Kat Kaloriferi,Boş,,,,Kat Mülkiyeti,Hayır,28000 TL,,1,,,Genel Fiyat,28.000TL, Kartal - Çavuşoğlu Mahallesi,https://www.emlakjet.com//ilan/kartal-cavusoglu-mah-21-kiralik-daire-17273822/,,1928,290,,,,,,,
118,17273787,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,21 Ve Üzeri,1.Kat,4,Doğalgaz Sobalı,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,22.000TL, Üsküdar - Ahmediye Mahallesi,https://www.emlakjet.com//ilan/uskudar-merkezde-esyali-kiralik-1-51daire-17273787/,Eşyalı,329,37,,,,,,,
